Pilot ID,Name,Contact Information,Airline/Organization,Job Title,Training Enrollment Date,Training Status,Verification Status,Verification Date,Simulator Type,Training Program,Session Start Date,Session End Date,Session Frequency,Session Records,Training Cost,Subsidy Amount,Final Cost to Pilot,Enrollment Method,Coordinator,Comments/Notes,Compliance Status,Audits,Last Update Date,Report Generation Date,Data Extraction Date,Statistical Metrics
3c1b4c46,Kristen Mendoza,brownjamie@hotmail.com,"Ortiz, Deleon and Brown",Software engineer,2020-05-15,In Progress,Pending,2023-03-10,CAE Simfinity XR Series,Recurrency Training,2024-02-09,2024-07-03,Bi-weekly,2,5678,815,657,Online,Jonathan Richardson MD,Brother near ahead political smile create.,Compliant,Painting tough but family national this check.,2024-04-16,2024-07-11,2024-02-24,Avg Usage: 1 sessions/month
bc462335,Thomas Hodge,dennis89@randolph.com,Dawson Group,Music therapist,2022-12-03,Enrolled,Rejected,2023-04-18,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-07-14,2024-07-18,Monthly,2,8109,3377,4587,In-person,Tanya Rodriguez,By style spend strong.,Compliant,Rule send lawyer early foreign.,2024-04-12,2024-05-26,2024-04-06,Avg Usage: 8 sessions/month
c8718ff5,Joel Lopez,lisa29@hotmail.com,Merritt and Sons,Paediatric nurse,2022-04-24,In Progress,Verified,2021-11-17,CAE 7000XR Full-Flight,Initial Pilot Training,2024-01-27,2024-03-07,Bi-weekly,4,2386,1224,3787,Online,Beverly Webb MD,National available property TV leader about grow make.,Compliant,Science tend evidence pressure.,2024-01-16,2024-04-09,2024-07-20,Avg Usage: 10 sessions/month
e0492daa,Andrea Washington,pamela15@hotmail.com,"Vaughn, Martinez and Miller",Industrial buyer,2020-05-31,Enrolled,Rejected,2021-08-19,CAE Prodigy Image Generator,Initial Pilot Training,2024-02-23,2024-07-16,Weekly,3,8140,2351,3635,Online,Bethany Farmer,Young somebody better summer.,Non-Compliant,Ahead Mrs simply agreement add strategy behind.,2024-06-16,2024-05-13,2024-05-20,Avg Usage: 10 sessions/month
62e2addb,Luis Moore,tylerpeterson@gmail.com,Wilson-Williams,Product designer,2021-02-18,Completed,Pending,2021-06-28,CAE Prodigy Image Generator,Recurrency Training,2024-04-26,2024-03-18,Monthly,4,6877,980,1375,In-person,James Hernandez,Fish left able without.,Compliant,Plan later represent.,2024-05-10,2024-02-21,2024-02-24,Avg Usage: 1 sessions/month
725d534f,Christopher Turner,xrojas@salazar.com,"Burns, Mercado and Johnston",Oncologist,2020-12-07,In Progress,Rejected,2021-09-11,CAE Simfinity XR Series,Recurrency Training,2024-02-05,2024-05-15,Monthly,4,8794,2248,1156,In-person,Sarah Reid,National bring new look.,Compliant,Reveal former shake trial much production.,2024-02-18,2024-02-01,2024-01-30,Avg Usage: 7 sessions/month
f004d7be,Mark Bishop,brandypope@banks.net,Alvarado and Sons,Catering manager,2023-08-22,Enrolled,Verified,2022-10-24,CAE Simfinity XR Series,Recurrency Training,2024-04-19,2024-02-06,Weekly,7,3759,1283,2807,In-person,Lori Gray,Important low region high team local picture.,Compliant,Less suddenly relationship have conference return.,2024-02-11,2024-03-04,2024-04-12,Avg Usage: 6 sessions/month
848c7bf7,Jennifer Lewis,valenzuelajames@yahoo.com,Rosales and Sons,"Designer, blown glass/stained glass",2024-05-12,Enrolled,Pending,2021-02-27,CAE Prodigy Image Generator,Initial Pilot Training,2024-06-02,2024-06-08,Monthly,7,5759,2726,3743,Online,Jeffrey Roberts,Can throw us surface this nearly hit.,Non-Compliant,Condition detail free chair impact government.,2024-06-03,2024-05-16,2024-01-15,Avg Usage: 7 sessions/month
7e0dbd57,Katelyn Ibarra,ronald97@frederick.net,"Salas, Perry and Tate",Press sub,2021-04-22,In Progress,Rejected,2020-11-09,CAE Simfinity XR Series,Initial Pilot Training,2024-05-16,2024-02-27,Monthly,3,8119,2460,1228,In-person,Emily Henry,Especially hard reduce change.,Non-Compliant,Rate buy pull indicate.,2024-01-31,2024-03-07,2024-01-06,Avg Usage: 10 sessions/month
5171a245,Joshua Johnson,parkerjessica@hotmail.com,"Perez, Rios and Shannon",Museum education officer,2020-10-28,In Progress,Rejected,2021-09-17,CAE Prodigy Image Generator,Recurrency Training,2024-08-05,2024-07-13,Bi-weekly,9,9213,2648,1265,Online,Hannah Butler,Degree inside here offer together financial among.,Non-Compliant,Center international think page.,2024-02-24,2024-06-26,2024-02-25,Avg Usage: 9 sessions/month
6da40e5d,William Hansen,jeffrey48@gmail.com,Gonzalez LLC,Nature conservation officer,2022-04-02,In Progress,Verified,2022-10-21,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-01-10,2024-07-20,Bi-weekly,1,6943,2079,1815,Online,Emily Peterson,Four left record once add.,Non-Compliant,Occur expect night phone.,2024-01-08,2024-02-11,2024-05-12,Avg Usage: 1 sessions/month
a61c9f92,Paul Garcia,thomas45@bates.net,Jones PLC,Primary school teacher,2024-01-18,In Progress,Pending,2020-05-21,CAE Simfinity XR Series,Initial Pilot Training,2024-03-01,2024-04-20,Bi-weekly,7,5380,4642,1011,Online,Jonathan Mcdonald,Of scientist professor deep.,Non-Compliant,Possible rather my adult.,2024-02-24,2024-07-22,2024-01-20,Avg Usage: 7 sessions/month
5fff98d8,Amber Blake,daniel79@goodman.com,Morales-Smith,"Scientist, physiological",2023-01-18,Enrolled,Pending,2022-01-06,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-08-05,2024-07-01,Bi-weekly,8,4969,2415,996,Online,Kyle Smith,Sometimes husband teach wide administration determine cost mission.,Compliant,Describe knowledge between professional.,2024-02-07,2024-05-12,2024-01-29,Avg Usage: 8 sessions/month
26041fbb,Amy Porter,reginajones@yahoo.com,"Morales, Hess and Farmer",IT consultant,2021-05-23,Completed,Pending,2024-02-21,CAE Prodigy Image Generator,Recurrency Training,2024-05-12,2024-07-07,Bi-weekly,5,9742,3192,1889,Online,James Winters,Too thing subject single hair ever institution some.,Non-Compliant,Decision range play from inside.,2024-05-16,2024-02-03,2024-04-27,Avg Usage: 8 sessions/month
eaa8874b,James Harmon,jeffreystone@williams.com,Hamilton PLC,Government social research officer,2021-06-13,Completed,Verified,2021-07-24,CAE 7000XR Full-Flight,Initial Pilot Training,2024-07-12,2024-07-13,Bi-weekly,9,6294,3608,4222,Online,Diana Guerra,Meeting size card both.,Non-Compliant,Lead type I group star turn.,2024-01-07,2024-05-15,2024-01-26,Avg Usage: 4 sessions/month
4c778181,John Mitchell,pierceashley@hotmail.com,Browning-Flores,"Teacher, primary school",2022-06-20,In Progress,Verified,2022-09-12,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-05-22,2024-05-25,Bi-weekly,4,4302,4808,3892,Online,Michael Navarro,Hair now important when threat heavy.,Non-Compliant,Especially five sure hold American.,2024-07-14,2024-01-09,2024-06-24,Avg Usage: 6 sessions/month
7b8cb435,Victoria Ruiz,hlawrence@gallagher.net,Armstrong Ltd,"Scientist, marine",2022-11-25,Completed,Rejected,2020-08-16,CAE Prodigy Image Generator,Initial Pilot Training,2024-01-25,2024-03-03,Bi-weekly,6,9644,1158,4811,In-person,Norma Harper,Her analysis conference brother detail rest scene.,Non-Compliant,Structure physical executive war party half down final.,2024-08-03,2024-07-15,2024-06-21,Avg Usage: 9 sessions/month
c92a7dde,Roger Briggs,ncampos@hotmail.com,Lopez-Taylor,Actuary,2022-01-06,In Progress,Pending,2021-09-09,CAE Simfinity XR Series,Recurrency Training,2024-05-23,2024-04-03,Monthly,3,7672,2479,2862,Online,Gary Hawkins,State church next project admit game.,Compliant,Effort certainly action reason fly.,2024-05-10,2024-03-03,2024-04-05,Avg Usage: 9 sessions/month
b4167db3,Briana Robertson,melissa78@woods.com,Martin Inc,"Engineer, maintenance (IT)",2020-08-31,Enrolled,Verified,2022-10-13,CAE Prodigy Image Generator,Initial Pilot Training,2024-06-21,2024-06-26,Monthly,6,6722,1118,4648,In-person,Adrian Jackson,Eat sense order language society.,Compliant,Receive none civil drive.,2024-06-25,2024-05-21,2024-04-19,Avg Usage: 10 sessions/month
a3063b31,Christine Davis,rmiller@carlson.org,"Martinez, Greene and Thomas",Furniture designer,2023-07-07,Enrolled,Rejected,2022-12-25,CAE 7000XR Full-Flight,Recurrency Training,2024-04-15,2024-01-09,Bi-weekly,3,4414,1053,950,Online,Jennifer Reyes,Hold industry trial different travel entire rich.,Compliant,Could establish cup special anything political because.,2024-01-02,2024-01-15,2024-04-01,Avg Usage: 2 sessions/month
88d824a0,Jonathan Hernandez,douglasperkins@hotmail.com,Griffin Group,Fisheries officer,2020-04-23,Enrolled,Pending,2024-08-06,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-07-08,2024-03-15,Weekly,8,3765,3842,1583,Online,Edward Thompson,Person money choice official defense.,Non-Compliant,Buy at summer today TV relate realize.,2024-03-12,2024-05-08,2024-07-10,Avg Usage: 10 sessions/month
41712f2c,Raymond Blackwell DVM,christine03@thompson.com,Hernandez-Myers,"Buyer, industrial",2020-09-19,Completed,Verified,2024-01-09,CAE Simfinity XR Series,Recurrency Training,2024-06-07,2024-05-11,Bi-weekly,8,6129,606,4068,In-person,Jason Jones,Probably industry cold writer manager.,Non-Compliant,About your offer land model.,2024-05-17,2024-01-23,2024-08-06,Avg Usage: 5 sessions/month
608cc4d1,Jodi Henson,qwilliams@gmail.com,Roberts LLC,Television/film/video producer,2020-08-28,Enrolled,Verified,2021-08-29,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-02-23,2024-03-17,Weekly,7,8868,4726,3125,Online,Edwin Schmidt,Take through behind process who benefit.,Non-Compliant,Manage boy tell she act deal drop single.,2024-03-23,2024-03-01,2024-05-11,Avg Usage: 9 sessions/month
47295193,Michael Fields,shannon87@hotmail.com,Hull PLC,Publishing rights manager,2021-10-03,In Progress,Verified,2023-11-05,CAE Prodigy Image Generator,Recurrency Training,2024-05-05,2024-04-12,Weekly,8,4086,4851,903,In-person,Stephen Krueger,Should minute late instead security soldier least.,Compliant,Space scientist rest example move ago.,2024-03-26,2024-05-30,2024-02-11,Avg Usage: 6 sessions/month
7a45736f,Eric Simmons,kathleen58@robinson.org,"Smith, Chan and Martinez",Environmental manager,2024-04-15,Enrolled,Pending,2022-04-08,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-02-14,2024-04-06,Monthly,8,2029,2706,2362,In-person,Donald Edwards,Apply relate Congress customer give how.,Non-Compliant,Price member partner plan.,2024-06-29,2024-03-15,2024-03-09,Avg Usage: 3 sessions/month
d42dfe3f,Christopher Silva,amora@gmail.com,"Estrada, Mccullough and Lopez","Engineer, water",2022-04-15,Completed,Rejected,2021-12-05,CAE Simfinity XR Series,Initial Pilot Training,2024-02-17,2024-04-28,Weekly,4,4626,1345,2293,In-person,Brenda Jones,Nice himself firm contain play.,Non-Compliant,Off per relate without no.,2024-07-29,2024-01-20,2024-04-02,Avg Usage: 2 sessions/month
586ab749,Brian Sherman,njuarez@yahoo.com,Padilla-Munoz,Scientific laboratory technician,2021-06-26,Enrolled,Rejected,2023-09-15,CAE Simfinity XR Series,Initial Pilot Training,2024-03-18,2024-04-28,Bi-weekly,9,4172,3163,2229,In-person,Kimberly Rivas,Drug public sound hear feel specific step.,Non-Compliant,Various hospital involve something executive.,2024-06-13,2024-01-01,2024-01-14,Avg Usage: 9 sessions/month
3fdbfd36,Stephanie Chapman,chambersanthony@henderson.org,Clark-Cunningham,Best boy,2021-08-11,Completed,Pending,2020-03-06,CAE 7000XR Full-Flight,Initial Pilot Training,2024-02-23,2024-06-10,Weekly,3,6111,4800,2446,In-person,Eric Pena,Player herself off indicate teach realize sort.,Non-Compliant,Short agency father she.,2024-08-03,2024-03-20,2024-02-13,Avg Usage: 5 sessions/month
d786198b,Bob Warren,carrolljessica@hotmail.com,Watson Inc,Printmaker,2023-11-07,Enrolled,Rejected,2023-10-01,CAE Simfinity XR Series,Initial Pilot Training,2024-07-31,2024-03-22,Monthly,8,2283,794,2888,Online,Kevin Collins,Military line moment staff father.,Compliant,Bring treat address because real out.,2024-01-18,2024-05-01,2024-05-20,Avg Usage: 9 sessions/month
44bc0254,Ricardo Ramirez,robertbaldwin@king-patel.com,Nichols LLC,Automotive engineer,2022-03-06,Completed,Pending,2021-10-05,CAE Prodigy Image Generator,Recurrency Training,2024-03-10,2024-04-14,Bi-weekly,8,9795,2525,4574,Online,Jason Dennis,Rest opportunity apply age teach act kitchen.,Non-Compliant,Future yourself read indeed religious now.,2024-02-15,2024-07-10,2024-05-24,Avg Usage: 9 sessions/month
d48b8540,Adam Bruce,sierra70@yahoo.com,Kennedy PLC,Research scientist (physical sciences),2020-05-05,In Progress,Rejected,2021-06-12,CAE 7000XR Full-Flight,Initial Pilot Training,2024-04-08,2024-04-02,Weekly,1,5340,3269,4673,Online,Corey Lewis,Picture amount bag bag have up.,Compliant,Husband unit level a nearly war moment.,2024-04-08,2024-04-04,2024-05-30,Avg Usage: 4 sessions/month
7af73405,Eric Smith,navarroshannon@wells-davis.biz,Washington LLC,Forest/woodland manager,2023-05-30,Enrolled,Verified,2024-07-11,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-02-22,2024-03-19,Bi-weekly,4,2655,2143,3004,In-person,Anna Martin,Wrong wait south wear.,Compliant,Continue majority fact throughout heavy above.,2024-03-29,2024-04-20,2024-03-25,Avg Usage: 10 sessions/month
82e0b470,Cheryl Townsend,evanshaley@grant.com,"Wilson, Hernandez and Johnson",Tourism officer,2023-07-25,Completed,Pending,2022-06-24,CAE 7000XR Full-Flight,Initial Pilot Training,2024-02-10,2024-08-01,Bi-weekly,5,7026,4352,4707,In-person,Chase Rogers,Dinner member face of bad every.,Compliant,Talk else picture speak investment.,2024-03-16,2024-05-19,2024-02-01,Avg Usage: 7 sessions/month
5db198e1,Margaret Mcgrath,traceyalvarez@gmail.com,"Franklin, Whitehead and Oliver",Product manager,2020-10-31,Enrolled,Pending,2024-01-10,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-04-05,2024-01-28,Monthly,1,3000,985,4881,In-person,Eric Perez,Page beyond current subject however treatment full.,Non-Compliant,Hospital many all.,2024-07-09,2024-04-07,2024-05-04,Avg Usage: 7 sessions/month
f6bcb037,David White,davidwilson@gmail.com,Rodriguez Group,Biomedical engineer,2020-11-22,Completed,Pending,2024-01-11,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-06-25,2024-01-20,Weekly,3,6454,4231,1082,In-person,Patrick Gentry,None industry tree.,Compliant,Power expert marriage middle hit unit important.,2024-02-06,2024-04-25,2024-05-19,Avg Usage: 10 sessions/month
1352d9e6,Mary Yoder,ginasanchez@hotmail.com,Harrison Group,"Radiographer, therapeutic",2020-10-24,Enrolled,Rejected,2020-10-30,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-05-16,2024-05-22,Weekly,2,9046,4425,4400,Online,Carol Mcknight,Structure guess suffer cause attention service feeling.,Non-Compliant,Offer open kind interview each until.,2024-02-25,2024-01-17,2024-01-15,Avg Usage: 10 sessions/month
678022ec,Patrick Barrera,jasonrusso@gmail.com,Kennedy-Wade,Transport planner,2023-04-16,Completed,Pending,2020-02-21,CAE Prodigy Image Generator,Initial Pilot Training,2024-03-08,2024-04-18,Bi-weekly,9,9451,1157,1574,In-person,Michael Wyatt,Rich pressure as room.,Compliant,Public girl air buy industry.,2024-03-08,2024-03-05,2024-01-12,Avg Usage: 4 sessions/month
0a801932,Jessica Vasquez,rchavez@hotmail.com,"Paul, Huerta and Goodman",Energy engineer,2021-11-10,In Progress,Rejected,2023-08-24,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-03-20,2024-04-12,Monthly,8,6287,1378,2902,Online,Craig Sanchez,Especially floor green catch contain.,Compliant,Back arm major.,2024-04-30,2024-07-16,2024-06-21,Avg Usage: 1 sessions/month
e1fb6dd9,Kiara Romero,susan23@hamilton.info,Jackson-Scott,Land/geomatics surveyor,2021-05-31,Enrolled,Rejected,2022-05-16,CAE Prodigy Image Generator,Recurrency Training,2024-06-06,2024-05-01,Bi-weekly,5,4754,901,1826,Online,John Wood,Whose memory upon.,Compliant,Modern last major decide those appear bit.,2024-01-08,2024-07-25,2024-06-02,Avg Usage: 9 sessions/month
6c8cfc54,Ashley Klein,jessica38@brown.info,Velazquez PLC,Oncologist,2020-02-27,Completed,Verified,2022-10-08,CAE Simfinity XR Series,Recurrency Training,2024-06-06,2024-02-11,Monthly,8,5697,2111,1055,Online,Dylan Brown,Agree sound adult music.,Non-Compliant,Sure a likely international.,2024-03-06,2024-06-20,2024-08-06,Avg Usage: 7 sessions/month
fb459ed4,Julie Burton,eric45@mcdonald-price.biz,Snyder Inc,Charity fundraiser,2021-09-18,Completed,Rejected,2021-04-25,CAE Simfinity XR Series,Recurrency Training,2024-06-26,2024-02-14,Bi-weekly,4,6809,4023,3541,In-person,Todd Hubbard,Recent fast itself upon.,Compliant,Never small price paper.,2024-07-22,2024-03-26,2024-02-03,Avg Usage: 8 sessions/month
f5691b2e,Melissa Chan,maciaskayla@hogan.net,"Lopez, Washington and Jackson",Naval architect,2021-01-08,In Progress,Verified,2023-12-10,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-06-06,2024-04-26,Bi-weekly,6,4656,1929,2623,In-person,Brian Stanley,Certainly help something point.,Non-Compliant,Might environment bit.,2024-06-08,2024-01-09,2024-01-19,Avg Usage: 9 sessions/month
69ecc063,Robert Roberts,jeremy53@gmail.com,"Valdez, Hunter and Ortega","Engineer, petroleum",2021-03-17,In Progress,Rejected,2022-08-08,CAE Simfinity XR Series,Recurrency Training,2024-02-20,2024-05-18,Monthly,1,7658,2660,4465,In-person,Krystal Matthews,Need member begin game firm participant.,Compliant,List rather oil camera skin.,2024-05-17,2024-06-20,2024-04-11,Avg Usage: 7 sessions/month
e15dd055,Jennifer Moody,nmartinez@gmail.com,"Zavala, Price and Chapman",Science writer,2023-05-15,Completed,Rejected,2022-05-27,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-07-28,2024-06-21,Weekly,9,7407,1154,2754,In-person,Joshua Johnson,Color pretty bad.,Compliant,During conference small consider physical.,2024-03-20,2024-07-12,2024-06-18,Avg Usage: 1 sessions/month
bae31f1c,Hannah Morris,drew84@greene.com,"Taylor, Henderson and Whitaker",Metallurgist,2021-05-27,In Progress,Verified,2024-06-22,CAE Simfinity XR Series,Initial Pilot Training,2024-06-30,2024-02-25,Monthly,2,4235,4556,3341,Online,Amanda Barnes,Own marriage answer because.,Non-Compliant,Site dark station bed yeah instead.,2024-04-21,2024-06-16,2024-06-28,Avg Usage: 4 sessions/month
49940844,Miss Kaitlyn Pineda,kochjacob@gmail.com,Nelson Inc,Market researcher,2020-01-23,In Progress,Verified,2024-01-09,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-05-20,2024-07-29,Weekly,5,6411,826,3623,In-person,Kathleen Weaver,Matter finish the commercial.,Compliant,Rock accept sing lawyer.,2024-05-05,2024-07-02,2024-01-11,Avg Usage: 3 sessions/month
1b181f2e,Christopher Yu,rebeccaadams@gmail.com,Johnson Inc,Diagnostic radiographer,2021-07-14,In Progress,Pending,2023-01-17,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-02-24,2024-03-22,Monthly,3,7395,2701,4025,Online,Jennifer Powell,Measure white card structure job wall pretty.,Compliant,Even street talk low theory another.,2024-07-28,2024-05-29,2024-05-24,Avg Usage: 7 sessions/month
df8714e8,Gabriel Bennett,richardmatthew@robertson.com,Nguyen-Arnold,Ophthalmologist,2020-08-25,In Progress,Verified,2020-04-24,CAE Simfinity XR Series,Recurrency Training,2024-02-10,2024-03-03,Bi-weekly,2,6939,3947,1380,Online,Victoria Martin,Just tonight hard nature day money.,Non-Compliant,To food catch.,2024-06-03,2024-04-20,2024-05-21,Avg Usage: 6 sessions/month
a573aa07,William Beck,jortiz@yahoo.com,Hill PLC,Investment analyst,2023-06-07,In Progress,Verified,2020-11-05,CAE 7000XR Full-Flight,Recurrency Training,2024-06-22,2024-02-08,Weekly,3,8851,3516,1532,In-person,Kevin Richards,Still ball really quickly behind offer spring indeed.,Compliant,Stand thought also turn.,2024-07-07,2024-06-24,2024-04-18,Avg Usage: 10 sessions/month
1058234f,Douglas Hill,michael87@yahoo.com,White-Ford,Magazine features editor,2022-02-13,Completed,Pending,2021-07-08,CAE Simfinity XR Series,Recurrency Training,2024-06-17,2024-03-30,Monthly,6,9451,3631,1468,Online,Linda Green,Prepare simple huge house.,Compliant,Reach teacher available.,2024-02-11,2024-07-10,2024-05-29,Avg Usage: 7 sessions/month
387f1b75,Monica Benson,samuel97@yahoo.com,"Jackson, Wood and Harvey","Nurse, mental health",2021-06-08,Enrolled,Pending,2021-10-06,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-06-08,2024-01-26,Bi-weekly,5,2249,1318,1646,Online,Nathan Irwin,Now east matter order image pick degree.,Non-Compliant,Now one institution continue but player think wrong.,2024-02-07,2024-03-15,2024-07-26,Avg Usage: 2 sessions/month
dbc7a0b4,Michael Hardin,crystal65@gmail.com,Williams Ltd,"Merchandiser, retail",2021-07-10,In Progress,Verified,2023-12-29,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-04-24,2024-01-01,Weekly,5,4700,2131,3380,Online,Daniel Palmer,Successful significant manage bill.,Non-Compliant,Area growth when realize.,2024-06-24,2024-07-26,2024-04-30,Avg Usage: 3 sessions/month
e1165ff3,Amber Ramirez,hickskim@hotmail.com,Reese-Soto,Fitness centre manager,2023-06-11,In Progress,Pending,2020-12-13,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-05-09,2024-03-06,Weekly,8,7478,3562,3789,Online,Christopher Frank,She indicate performance collection also imagine good.,Non-Compliant,Note Congress age everyone site herself benefit maintain.,2024-01-24,2024-01-28,2024-04-23,Avg Usage: 3 sessions/month
c4504656,Stephen Jones,kelly66@gmail.com,"Downs, Terrell and Daniels",Building services engineer,2022-12-15,Enrolled,Verified,2023-04-25,CAE Prodigy Image Generator,Recurrency Training,2024-07-10,2024-07-05,Monthly,6,2847,3588,1304,In-person,Joshua Hernandez,All compare party.,Non-Compliant,Recent gun after simply rich.,2024-02-25,2024-06-08,2024-01-30,Avg Usage: 2 sessions/month
0fb63d00,Thomas Williams,joneskristen@yahoo.com,"Soto, Walker and Clay",Dentist,2020-09-12,Completed,Pending,2024-04-14,CAE 7000XR Full-Flight,Initial Pilot Training,2024-07-30,2024-05-04,Bi-weekly,2,3642,1699,3169,In-person,Alejandro Castro,Green treatment church appear.,Compliant,Find information seek husband individual factor.,2024-04-09,2024-01-28,2024-04-21,Avg Usage: 8 sessions/month
95c48832,Dustin Holland,cwhite@turner.com,"Rogers, Lindsey and White","Teacher, music",2021-04-04,Completed,Rejected,2024-01-30,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-06-07,2024-01-06,Weekly,5,4609,4887,4742,Online,John Turner,Social field federal address almost ready.,Non-Compliant,Office apply card team.,2024-07-07,2024-07-09,2024-04-21,Avg Usage: 3 sessions/month
b80aad7c,Jordan Brown,anthonymartin@richardson.com,Welch-Grimes,Tree surgeon,2022-04-15,Completed,Rejected,2021-02-17,CAE Simfinity XR Series,Recurrency Training,2024-04-06,2024-02-21,Weekly,4,3229,2887,3251,In-person,Sandy Smith,Year claim oil down beat car.,Compliant,Thousand spend including begin.,2024-02-17,2024-02-10,2024-08-02,Avg Usage: 9 sessions/month
714c4395,Shelby Mcdonald,tammy11@gmail.com,Burke-Moreno,"Production designer, theatre/television/film",2024-02-18,In Progress,Rejected,2020-08-04,CAE 7000XR Full-Flight,Initial Pilot Training,2024-05-27,2024-06-06,Monthly,9,6043,1837,2585,Online,Christopher Foster,Drug item participant while most drive ability.,Non-Compliant,President week responsibility health.,2024-01-23,2024-03-31,2024-05-01,Avg Usage: 6 sessions/month
186259a3,Deanna Mcintosh,diazthomas@mills.org,Taylor-Gibson,"Therapist, occupational",2020-04-30,Completed,Pending,2022-05-09,CAE Simfinity XR Series,Initial Pilot Training,2024-03-11,2024-03-13,Bi-weekly,8,9331,2392,4075,Online,Kayla Hill,Without food able chance wrong skin.,Non-Compliant,Indicate yard action.,2024-02-03,2024-06-26,2024-05-25,Avg Usage: 8 sessions/month
c31c8f3a,Howard Smith,castanedarachael@briggs-lawrence.com,Alvarez-Francis,Commercial horticulturist,2020-08-01,Completed,Pending,2022-04-07,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-01-31,2024-04-03,Weekly,4,7916,3608,2804,Online,Kelly Parker,Stay house commercial once safe why last.,Non-Compliant,Despite order garden local simply bar travel guess.,2024-07-30,2024-03-30,2024-04-02,Avg Usage: 5 sessions/month
73283ac8,Meghan Mcmahon,thomasbenson@harrington-knight.com,Santana Ltd,"Journalist, broadcasting",2023-02-25,Enrolled,Pending,2023-05-18,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-03-06,2024-05-14,Monthly,7,9657,1943,3714,Online,Ashley Long,Service speech series how my piece.,Non-Compliant,Pretty thousand worry marriage.,2024-01-11,2024-02-19,2024-07-11,Avg Usage: 3 sessions/month
ae2ad102,Alisha Burke,bdudley@cruz-perez.org,Gilmore-Stewart,Orthoptist,2024-01-13,Enrolled,Pending,2023-08-11,CAE Prodigy Image Generator,Recurrency Training,2024-01-22,2024-07-11,Bi-weekly,1,3127,2197,1588,In-person,Bradley Martin,Face growth international season bar technology.,Compliant,Just owner yard.,2024-03-09,2024-02-27,2024-01-03,Avg Usage: 2 sessions/month
d23413c7,Jennifer Villa,longgeorge@perkins-delgado.info,Oneal and Sons,Media buyer,2022-12-21,In Progress,Verified,2021-09-03,CAE 7000XR Full-Flight,Recurrency Training,2024-05-04,2024-05-27,Weekly,4,3325,3389,3981,Online,Gabriel Keller,Down cold news whether parent policy catch.,Non-Compliant,Factor hair name.,2024-07-05,2024-01-21,2024-05-12,Avg Usage: 5 sessions/month
eee312dd,Christopher Robinson,jasonwallace@harper-jackson.com,Lopez-Gray,Financial adviser,2024-02-16,Completed,Rejected,2020-03-15,CAE Prodigy Image Generator,Recurrency Training,2024-05-19,2024-07-05,Bi-weekly,7,4475,808,3448,Online,Frank English,Little production agency really laugh include as.,Non-Compliant,Foot phone page happy four study now.,2024-02-03,2024-04-14,2024-06-16,Avg Usage: 4 sessions/month
87e02b83,Elaine White,diana23@baker.com,"Rodriguez, Stephens and Ramirez",Event organiser,2020-01-02,Completed,Pending,2022-06-11,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-04-29,2024-06-22,Monthly,9,4564,3771,1169,In-person,John Francis,Quality great place you suffer.,Non-Compliant,Administration account policy thing every.,2024-06-01,2024-05-22,2024-06-22,Avg Usage: 3 sessions/month
96f05c05,Robert Mason,fhernandez@donovan.org,Sims-Jacobs,Lawyer,2021-12-31,In Progress,Pending,2024-01-09,CAE Prodigy Image Generator,Initial Pilot Training,2024-03-15,2024-06-05,Bi-weekly,2,9686,2890,833,In-person,Amanda Roberts,Interview source note real draw personal.,Non-Compliant,Generation political majority.,2024-02-03,2024-07-28,2024-07-23,Avg Usage: 5 sessions/month
0bee4353,April Diaz,hzamora@day-baker.info,Collins-Park,Warehouse manager,2020-12-04,Enrolled,Rejected,2021-03-06,CAE 7000XR Full-Flight,Initial Pilot Training,2024-06-09,2024-02-28,Monthly,4,4844,3344,3647,Online,Tiffany Joseph,With situation realize tend military red six.,Non-Compliant,Him back public small more citizen training.,2024-01-19,2024-05-11,2024-04-03,Avg Usage: 8 sessions/month
